rownames,session_id,collaborator_id,event_id,event_start_date,event_type,SalaireMois,ETP01,ETP02,ETP03,ETP04,ETP05,ETP06,ETP07,ETP08,ETP09,ETP10,ETP11,ETP12,ETP,Salaire13,PrimePrecarite,CongesCDD,ChargesSocialesPourcent,CoutTotalAnnuel,user_comments,comments,credte,creuser_id,upddte,upduser_id,PrecariteActive
312,11,39,0,2015-01-01,DefaultPeriod,3939.01,0,1,1,0,0,0,0,0,1,1,1,1,0.5,1989.2,2585.96,3219.81,0.608,50917.91,,,2014-12-11 ,60,2014-12-22 ,60,1
313,11,42,0,2015-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,5659.56,0,0,0.608,118307.54,,,2014-12-11 ,60,2014-12-11 ,60,0
314,11,43,0,2015-01-01,DefaultPeriod,4017.79,1,1,1,1,1,1,1,1,1,1,1,1,1,4057.97,0,0,0.608,84827.76,,,2014-12-11 ,60,2014-12-11 ,60,0
315,11,45,0,2015-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,0,0,0,0.75,2983.8,0,0,0.608,62373.36,,,2014-12-11 ,60,2014-12-11 ,60,0
316,11,45,0,2015-10-11,Promotion,4017.79,0,0,0,0,0,0,0,0,0,1,1,1,0.25,1014.49,0,0,0.608,21206.93,,,2014-12-11 ,60,2014-12-11 ,60,0
317,11,46,0,2015-01-01,DefaultPeriod,4573.21,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2694.38,0,0,0.608,56323.37,,,2014-12-11 ,60,2014-12-11 ,60,0
318,11,46,0,2015-08-01,Promotion,4664.67,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1963.05,0,0,0.608,41035.57,,,2014-12-11 ,60,2014-12-11 ,60,0
319,11,47,0,2015-01-01,DefaultPeriod,4017.79,0.6,0.6,0.6,0.6,0.6,0.6,1,1,1,1,1,1,0.8,3246.37,0,0,0.608,67862.2,,,2014-12-11 ,60,2015-01-09 ,60,0
320,11,48,0,2015-01-01,DefaultPeriod,3861.78,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2275.23,0,0,0.608,47561.44,,,2014-12-11 ,60,2014-12-22 ,60,0
321,11,48,0,2015-08-05,Promotion,3939.01,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1657.67,0,0,0.608,34651.87,,,2014-12-22 ,60,2014-12-22 ,60,0
322,11,49,0,2015-01-01,DefaultPeriod,3939.01,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.4,0,0,0.608,83164.47,,,2014-12-11 ,60,2014-12-11 ,60,0
323,11,50,0,2015-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,4340,5642,7024.91,0.608,111091.75,,,2014-12-11 ,60,2014-12-11 ,60,1
324,11,51,0,2015-01-01,DefaultPeriod,7893.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,28415.88,,,2014-12-11 ,60,2015-01-09 ,60,0
325,11,52,0,2015-01-01,DefaultPeriod,5603.53,1,1,1,1,1,1,1,1,1,1,1,1,1,5659.56,0,0,0.608,118307.54,,,2014-12-11 ,60,2014-12-11 ,60,0
326,11,53,0,2015-01-01,DefaultPeriod,4307.96,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.04,0,0,0.608,90954.14,,,2014-12-11 ,60,2014-12-11 ,60,0
327,11,54,0,2015-01-01,DefaultPeriod,3516.58,1,1,1,1,1,1,1,1,1,1,1,1,1,3551.75,0,0,0.608,74245.7,,,2014-12-11 ,60,2014-12-11 ,60,0
328,11,55,0,2015-01-01,DefaultPeriod,4516.3,1,1,1,1,1,1,1,1,1,1,1,1,1,4561.46,0,0,0.608,95352.82,,,2014-12-11 ,60,2014-12-11 ,60,0
